# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 21 22:34:22 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbper < 10
# CONSTRAINT:  and pl_radj > .7)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_hmagerr1:    H (2MASS) Magnitude Upper Unc
# COLUMN sy_hmagerr2:    H (2MASS) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,CoRoT,Published Confirmed,0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,11.770,1.460,-1.460,0,1.050,0.130,-0.130,0,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,Mass,0.160000,0.020000,-0.020000,0,,,,,1660,,,0,0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,5900.00,100.00,-100.00,0,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,0.050,0.100,-0.100,0,[Fe/H],4.30,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000,43.7050000,-43.7050000,16.7270000,0.3300000,-0.3300000,15.6750000,0.2060000,-0.2060000,12.9440000,0.0260000,-0.0260000,12.4500000,0.0290000,-0.0290000,12.3640000,0.0320000,-0.0320000,15.0681000,0.0004090,-0.0004090,2014-05-14,2012-01,2014-05-14
Kepler-75 b,Kepler-75,1,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,8.88491160,0.00000340,-0.00000340,0,0.081800,0.001200,-0.001200,0,11.770,0.340,-0.340,0,1.050,0.030,-0.030,0,3209.90000,127.10000,-127.10000,0,10.10000,0.40000,-0.40000,0,Mass,0.570000,0.010000,-0.010000,0,,,,,767,16,-16,0,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,5200.00,100.00,-100.00,0,0.89,0.02,-0.02,0,0.91,0.04,-0.04,0,0.300,0.120,-0.120,0,[Fe/H],4.50,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m33.03s,291.1376203,+36d34m38.44s,36.5773443,835.3560000,18.3645000,-18.3645000,16.2370000,0.0540000,-0.0540000,15.4140000,0.0460000,-0.0460000,13.6650000,0.0210000,-0.0210000,13.2620000,0.0250000,-0.0250000,13.1180000,0.0290000,-0.0290000,15.1789000,0.0007260,-0.0007260,2015-01-29,2015-03,2015-01-29
Kepler-75 b,Kepler-75,0,1,1,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,8.88491160,0.00000340,-0.00000340,0,0.081700,0.001200,-0.001200,0,11.769,0.336,-0.336,0,1.050,0.030,-0.030,0,3210.08300,114.41880,-111.24050,0,10.10000,0.36000,-0.35000,0,Mass,0.570400,0.009300,-0.009400,0,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5200.00,100.00,-100.00,0,0.89,0.02,-0.02,0,0.91,0.04,-0.04,0,0.300,0.120,-0.120,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m33.03s,291.1376203,+36d34m38.44s,36.5773443,835.3560000,18.3645000,-18.3645000,16.2370000,0.0540000,-0.0540000,15.4140000,0.0460000,-0.0460000,13.6650000,0.0210000,-0.0210000,13.2620000,0.0250000,-0.0250000,13.1180000,0.0290000,-0.0290000,15.1789000,0.0007260,-0.0007260,2019-03-18 15:04:39,2017-06,2019-03-21
WASP-57 b,WASP-57,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3094S/abstract target=ref>Southworth et al. 2015</a>,2.83891856,0.00000081,-0.00000081,0,0.037690,0.000970,-0.000970,0,11.769,0.594,-0.594,0,1.050,0.053,-0.053,0,204.68252,19.70546,-19.70546,0,0.64400,0.06200,-0.06200,0,Mass,,,,,,,,,1338,29,-29,0,0,<a refstr=SOUTHWORTH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3094S/abstract target=ref>Southworth et al. 2015</a>,5600.00,100.00,-100.00,0,0.93,0.03,-0.03,0,0.89,0.07,-0.07,0,-0.250,0.100,-0.100,0,[Fe/H],4.45,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h55m16.79s,223.8199788,-02d03m27.67s,-2.0576866,398.2760000,5.7385000,-5.7385000,13.5760000,0.0210000,-0.0210000,12.9130000,0.1030000,-0.1030000,11.6250000,0.0240000,-0.0240000,11.2920000,0.0240000,-0.0240000,11.2440000,0.0260000,-0.0260000,12.7293000,0.0002900,-0.0002900,2015-10-07 09:50:07,2015-12,2015-10-15
WASP-57 b,WASP-57,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.83891856,0.00000081,-0.00000081,0,0.037720,0.000830,-0.000890,0,11.769,0.583,-0.583,0,1.050,0.052,-0.052,0,204.36469,17.79848,-17.16282,0,0.64300,0.05600,-0.05400,0,Mass,0.059000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5600.00,100.00,-100.00,0,0.93,0.03,-0.03,0,0.89,0.06,-0.06,0,0.250,0.100,-0.100,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h55m16.79s,223.8199788,-02d03m27.67s,-2.0576866,398.2760000,5.7385000,-5.7385000,13.5760000,0.0210000,-0.0210000,12.9130000,0.1030000,-0.1030000,11.6250000,0.0240000,-0.0240000,11.2920000,0.0240000,-0.0240000,11.2440000,0.0260000,-0.0260000,12.7293000,0.0002900,-0.0002900,2019-03-18 15:05:38,2017-06,2019-03-21
EPIC 246851721 b,EPIC 246851721,1,2,1,Transit,2018,K2,Published Confirmed,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..250Y/abstract target=ref>Yu et al. 2018</a>,6.18023500,0.00001400,-0.00001400,0,0.072290,0.000740,-0.000750,0,11.781,0.493,-0.493,0,1.051,0.044,-0.044,0,953.49000,349.61300,-381.39600,0,3.00000,1.10000,-1.20000,0,Mass,,,,,642.00,30.00,-29.00,0,1401,16,-16,0,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..250Y/abstract target=ref>Yu et al. 2018</a>,6202.00,52.00,-50.00,0,1.59,0.03,-0.03,0,1.32,0.04,-0.04,0,0.141,0.082,-0.085,0,[Fe/H],4.16,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,372.6320000,18.5500000,-18.5500000,12.0670000,0.2740000,-0.2740000,11.2370000,0.0200000,-0.0200000,10.1990000,0.0420000,-0.0420000,9.9670000,0.0210000,-0.0210000,9.8930000,0.0180000,-0.0180000,11.2549000,0.0014300,-0.0014300,2019-12-02 09:30:00,2018-12,2018-10-26
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.01444770,0.00000190,-0.00000190,0,0.046890,0.000990,-0.001000,0,11.781,0.639,-0.594,0,1.051,0.057,-0.053,0,247.90740,197.05460,-88.99240,0,0.78000,0.62000,-0.28000,0,Mass,0.540000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5040.00,80.00,-80.00,0,0.83,0.04,-0.04,0,0.85,0.06,-0.05,0,0.190,0.070,-0.070,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h53m17.79s,163.3241150,-61d24m20.51s,-61.4056976,1068.3300000,64.7950000,-64.7950000,17.6590000,0.1220000,-0.1220000,16.7070000,0.5840000,-0.5840000,14.6990000,0.0540000,-0.0540000,14.2250000,0.0570000,-0.0570000,14.1120000,0.0820000,-0.0820000,16.5277000,0.0007520,-0.0007520,2019-03-18 15:04:51,2017-06,2019-03-21
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,4.01610000,,,0,0.046890,0.001000,-0.000970,0,11.781,0.639,-0.583,0,1.051,0.057,-0.052,0,174.79900,31.78200,-31.78200,0,0.55000,0.10000,-0.10000,0,Mass,,,,,,,,,,,,,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,5040.00,80.00,,0,0.83,0.04,,0,0.85,0.06,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h53m17.79s,163.3241150,-61d24m20.51s,-61.4056976,1068.3300000,64.7950000,-64.7950000,17.6590000,0.1220000,-0.1220000,16.7070000,0.5840000,-0.5840000,14.6990000,0.0540000,-0.0540000,14.2250000,0.0570000,-0.0570000,14.1120000,0.0820000,-0.0820000,16.5277000,0.0007520,-0.0007520,2016-02-24 09:34:39,2008-04,2014-05-14
WASP-75 b,WASP-75,0,2,1,Transit,2013,SuperWASP,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.48419390,,,0,,,,,11.800,,,0,1.053,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,5994.00,,,0,1.13,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h49m32.62s,342.3858995,-10d40m31.69s,-10.6754686,294.0010000,4.3490000,-4.3490000,12.0570000,0.0700000,-0.0700000,11.5910000,0.0570000,-0.0570000,10.3620000,0.0240000,-0.0240000,10.0970000,0.0220000,-0.0220000,10.0620000,0.0250000,-0.0250000,11.3347000,0.0004310,-0.0004310,2015-12-05,2016-01,2015-12-05
HATS-62 b,HATS-62,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,3.27688370,0.00000330,-0.00000330,0,0.041630,0.000240,-0.000160,0,11.825,0.280,-0.280,0,1.055,0.025,-0.025,0,56.89157,,,0,0.17900,,,0,Mass,0.298000,,,0,387.40,17.30,-12.30,0,1237,12,-12,0,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,5416.00,19.00,-13.00,0,0.93,0.02,-0.01,0,0.90,0.01,-0.01,0,0.133,0.023,-0.023,0,[Fe/H],4.45,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m47.83s,312.4493079,-24d18m12.62s,-24.3035060,523.0670000,10.2295000,-10.2295000,14.8620000,0.0270000,-0.0270000,14.1710000,0.1370000,-0.1370000,12.5730000,0.0210000,-0.0210000,12.1960000,0.0270000,-0.0270000,12.1090000,0.0260000,-0.0260000,13.8321000,0.0002960,-0.0002960,2019-01-15 17:07:48,2019-02,2019-01-17
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=HOLMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...655.1103H/abstract target=ref> Holman et al. 2007 </a>,3.10127800,0.00000400,-0.00000400,0,,,,,11.837,0.930,-0.930,0,1.056,0.083,-0.083,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HOLMAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...655.1103H/abstract target=ref> Holman et al. 2007 </a>,5800.00,100.00,-100.00,0,1.09,0.07,-0.07,0,1.02,0.14,-0.13,0,0.000,0.200,-0.200,0,,4.40,0.30,-0.70,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.9700000,111.6650000,-111.6650000,19.3310000,0.1660000,-0.1660000,16.0060000,0.1500000,-0.1500000,13.6920000,,,13.3140000,0.1210000,-0.1210000,12.8560000,,,15.6845000,0.0008700,-0.0008700,2016-02-03 09:50:25,2007-02,2016-02-04
WASP-69 b,WASP-69,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,3.86813820,0.00000170,-0.00000170,0,0.045250,0.000530,-0.000530,0,9.113,0.314,-0.314,0,1.057,0.047,-0.047,0,82.63200,5.40300,-5.40300,0,0.26000,0.01700,-0.01700,0,Mass,0.000000,,,0,,,,,963,18,-18,0,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,4715.00,50.00,-50.00,0,0.81,0.03,-0.03,0,0.83,0.03,-0.03,0,0.144,0.077,-0.077,0,[Fe/H],4.54,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,315.0259661,-05d05m41.49s,-5.0948570,49.9605000,0.1316500,-0.1316500,10.9350000,0.0710000,-0.0710000,9.8730000,0.0060000,-0.0060000,8.0320000,0.0230000,-0.0230000,7.5430000,0.0230000,-0.0230000,7.4590000,0.0240000,-0.0240000,9.4846600,0.0004750,-0.0004750,2018-04-25 14:05:50,2014-12,2014-10-15
WASP-69 b,WASP-69,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.86813820,0.00000170,-0.00000170,0,0.045270,0.000530,-0.000540,0,11.848,0.527,-0.527,0,1.057,0.047,-0.047,0,79.45750,7.31009,-7.31009,0,0.25000,0.02300,-0.02300,0,Mass,0.110000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4700.00,50.00,-50.00,0,0.81,0.03,-0.03,0,0.83,0.03,-0.03,0,0.150,0.080,-0.080,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,315.0259661,-05d05m41.49s,-5.0948570,49.9605000,0.1316500,-0.1316500,10.9350000,0.0710000,-0.0710000,9.8730000,0.0060000,-0.0060000,8.0320000,0.0230000,-0.0230000,7.5430000,0.0230000,-0.0230000,7.4590000,0.0240000,-0.0240000,9.4846600,0.0004750,-0.0004750,2019-03-18 15:05:46,2017-06,2019-03-21
WASP-69 b,WASP-69,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=CASASAYAS_BARRIS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A.135C/abstract target=ref>Casasayas-Barris et al. 2017</a>,3.86813820,0.00000170,-0.00000170,0,0.045250,0.000750,-0.000750,0,11.848,0.191,-0.191,0,1.057,0.017,-0.017,0,82.63580,5.87986,-5.87986,0,0.26000,0.01850,-0.01850,0,Mass,0.000000,,,0,,,,,963,18,-18,0,0,<a refstr=CASASAYAS_BARRIS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A.135C/abstract target=ref>Casasayas-Barris et al. 2017</a>,4700.00,50.00,-50.00,0,0.81,0.03,-0.03,0,0.83,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,315.0259661,-05d05m41.49s,-5.0948570,49.9605000,0.1316500,-0.1316500,10.9350000,0.0710000,-0.0710000,9.8730000,0.0060000,-0.0060000,8.0320000,0.0230000,-0.0230000,7.5430000,0.0230000,-0.0230000,7.4590000,0.0240000,-0.0240000,9.4846600,0.0004750,-0.0004750,2019-11-27 09:21:06,2017-12,2019-12-05
HAT-P-22 b,HAT-P-22,0,2,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>,3.21223328,0.00000058,-0.00000058,0,0.041710,0.000650,-0.000650,0,11.882,0.829,-0.829,0,1.060,0.074,-0.074,0,696.68336,24.47291,-24.47291,0,2.19200,0.07700,-0.07700,0,Mass,,,,,,,,,1293,29,-29,0,0,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>,5314.00,50.00,-50.00,0,1.06,0.05,-0.05,0,0.94,0.04,-0.04,0,0.300,0.090,-0.090,0,[Fe/H],4.36,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h22m43.55s,155.6814593,+50d07m43.36s,50.1287115,81.7647000,0.2497000,-0.2497000,10.6180000,0.0500000,-0.0500000,9.7630000,0.0040000,-0.0040000,8.2930000,0.0230000,-0.0230000,7.9350000,0.0290000,-0.0290000,7.8370000,0.0210000,-0.0210000,9.5193600,0.0002340,-0.0002340,2019-12-02 09:30:00,2018-05,2019-12-05
